prompt	n_tokens	run_id	total_time	time_per_token	device	model_id	constrained_time	unconstrained_time
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	2	1.253	0.010	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	64.46	69.52
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	3	1.291	0.010	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	55.11	71.16
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	4	1.476	0.012	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	60.82	79.61
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	5	1.681	0.013	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	58.47	70.84
This is a valid json string for a detailed http request:	56	1	1.780	0.032	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	25.99	71.76
This is a valid json string for a detailed http request:	56	2	1.425	0.025	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	24.95	69.67
This is a valid json string for a detailed http request:	56	3	1.788	0.032	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	26.76	70.92
This is a valid json string for a detailed http request:	56	4	1.416	0.025	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	25.01	65.83
This is a valid json string for a detailed http request:	56	5	1.647	0.029	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	28.95	79.14
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	1	3.109	0.012	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	113.47	125.89
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	2	3.069	0.012	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	115.07	130.38
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	3	3.043	0.012	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	115.70	132.03
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	4	3.132	0.012	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	115.17	128.92
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	5	2.995	0.012	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	115.59	126.71
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	1	1.676	0.007	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	105.44	124.32
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	2	1.673	0.007	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	111.04	123.95
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	3	1.793	0.007	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	111.53	124.37
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	4	2.154	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	110.76	123.35
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	5	2.086	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	121.35	130.34
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	1	1.850	0.007	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	113.48	131.35
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	2	2.001	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	109.46	122.93
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	3	2.144	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	111.53	128.75
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	4	1.783	0.007	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	124.29	132.75
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	5	2.176	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	109.48	134.56
This is a valid json string for a detailed http request:	56	1	1.423	0.025	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	27.47	128.67
This is a valid json string for a detailed http request:	56	2	1.612	0.029	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	24.58	127.05
This is a valid json string for a detailed http request:	56	3	1.462	0.026	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	27.48	128.43
This is a valid json string for a detailed http request:	56	4	1.484	0.027	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	25.43	129.41
This is a valid json string for a detailed http request:	56	5	1.517	0.027	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	26.75	134.78
