prompt	n_tokens	run_id	total_time	time_per_token	device	model_id	constrained_time	unconstrained_time
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	2	1.114	0.009	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	61.42	73.84
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	3	0.997	0.008	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	64.26	77.80
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	4	0.942	0.007	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	64.06	79.20
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	5	0.966	0.008	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	63.22	78.76
This is a valid json string for a detailed http request:	128	1	1.556	0.012	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	64.86	80.92
This is a valid json string for a detailed http request:	128	2	1.449	0.011	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	62.36	74.14
This is a valid json string for a detailed http request:	128	3	1.493	0.012	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	63.87	71.55
This is a valid json string for a detailed http request:	128	4	1.478	0.012	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	65.69	76.29
This is a valid json string for a detailed http request:	128	5	1.570	0.012	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	70.96	77.96
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	17	1	0.259	0.015	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	8.86	142.51
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	17	2	0.242	0.014	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	8.41	140.84
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	17	3	0.247	0.015	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	8.62	148.06
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	17	4	0.257	0.015	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	8.99	143.15
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	17	5	0.291	0.017	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	8.67	143.99
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	1	1.358	0.005	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	121.30	140.16
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	2	1.416	0.006	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	121.14	140.98
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	3	1.454	0.006	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	124.47	139.28
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	4	1.303	0.005	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	125.08	133.62
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	5	1.358	0.005	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	135.17	131.27
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	1	1.809	0.007	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	198.13	212.09
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	2	1.792	0.007	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	203.93	196.99
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	3	1.782	0.007	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	188.55	196.03
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	4	1.755	0.007	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	190.95	198.71
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	5	1.805	0.007	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	202.39	197.29
This is a valid json string for a detailed http request:	158	1	1.794	0.011	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	101.07	172.48
This is a valid json string for a detailed http request:	158	2	1.976	0.013	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	103.42	168.95
This is a valid json string for a detailed http request:	158	3	1.885	0.012	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	100.22	176.93
This is a valid json string for a detailed http request:	158	4	1.826	0.012	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	102.85	173.80
This is a valid json string for a detailed http request:	158	5	2.062	0.013	cpu	/dlabdata1/llm_hub/Mistral-7B-v0.1	100.42	172.08
